Time,pelvis_tilt_moment,pelvis_list_moment,pelvis_rotation_moment,pelvis_tx_force,pelvis_ty_force,pelvis_tz_force,hip_flexion_r_moment,hip_adduction_r_moment,hip_rotation_r_moment,hip_flexion_l_moment,hip_adduction_l_moment,hip_rotation_l_moment,lumbar_extension_moment,lumbar_bending_moment,lumbar_rotation_moment,knee_angle_r_moment,knee_angle_l_moment,ankle_angle_r_moment,ankle_angle_l_moment,subtalar_angle_r_moment,subtalar_angle_l_moment,mtp_angle_r_moment,mtp_angle_l_moment
11.0,47.99931366,-14.40190809,0.91641594,-40.43984954,-19.51103338,2.69174797,-7.81215023,-10.32858342,2.19299989,-15.24402012,7.32173881,-0.2806169,19.22328336,-25.50584718,-0.71319883,16.16542158,-1.76065815,-16.66282942,-40.52085401,-0.21711528,8.67818265,0.02517223,0.01937609
11.05,-0.16074894999999856,-34.18824368000001,12.963318010000002,34.84069472000001,-4.03562207,-15.657302039999996,-14.511138720000002,-9.04098478,2.75557682,-14.490859090000002,7.09988303,0.25633080000000014,4.18019035,8.036167920000002,10.794625140000004,12.83846939,-1.9832916400000002,-20.4929904,-40.829362610000004,0.40983828000000005,8.783559300000002,0.02302987,0.01915191
11.100000000000001,63.25637544000493,-4.140735079996716,-11.355559220000824,-93.16505230000851,-20.607790999998443,25.739296070006155,-11.949164849999852,-8.645099599999993,2.2150094499999664,-9.168955160000014,4.502654819999962,-0.4383427300000171,26.883876130003312,-44.34840076000398,-8.52513243000076,11.661654439999992,-0.018250079999941007,-21.274228869999984,-41.249134940000005,1.1099644600000165,9.03547706000001,0.02435822000000014,0.021888139999999938
11.150000000000002,2.6708816499961143,-20.478433500002232,-7.942586070003567,-5.775771189998301,-37.56926510000636,-18.722136330005036,-11.365574820000148,-7.9427519799999375,2.108779340000007,-5.377919149999318,3.496081419999607,-0.6522201100001596,2.5755003399970375,4.7616183400031735,-4.762650090003004,11.728428340000011,1.3444973800001259,-20.864033299999985,-41.188785019999976,1.3028328599999974,9.194781959999995,0.024557570000000806,0.023134900000000427
11.200000000000003,15.403598750000612,-21.84530864000283,-8.230615270002978,-14.734986299999688,-25.706014959998022,-11.25882867000539,-12.827604530000462,-8.310633249999926,2.218285720000016,-5.455373629999711,3.339160860000045,-0.4193231300001223,4.937258409998059,-6.610630610000455,-4.875651260002583,12.70090347000002,1.3945878200000001,-21.9585285600001,-40.946598869999946,1.406973740000016,9.431161200000023,0.023131650000000465,0.021344350000000116
11.250000000000004,28.128610599997366,-2.4150868400086036,-9.081088490001102,-43.378004009998776,-15.32840963999979,32.03640403998848,-13.11069713000004,-7.556784509999894,2.3621228299999797,-6.829260420000183,4.0275504399999065,-0.05832314000003744,24.48687865999281,-20.84090003999858,-5.8331505500015055,13.924490630000125,0.017374459999936864,-23.268893170000066,-39.53775175999988,1.5337624499999956,9.73029015000002,0.0213087600000001,0.023369500000000015
11.300000000000004,11.834649010007738,-42.4226457499941,-4.170105320008689,-33.20085132002616,-13.552150019993716,-20.33382586998742,-11.338771289999148,-6.985811209999418,2.355068430000023,-10.264192200001292,5.0102854199996685,0.1802526100000874,-8.757492179993475,-12.801463980007515,-5.239764950008813,15.855812900000153,-0.8508826300001795,-23.683149899999975,-38.30057141999993,1.3849672099999855,10.240468750000064,0.021578950000000097,0.02468298000000053
11.350000000000005,-0.222057300029757,-5.063558129959185,-6.01500372000106,3.5414242100318774,-21.955869230009483,12.438930820053645,-13.389669229998876,-7.240880109998967,2.2758425100000417,-2.817807729999697,5.503737569999501,-0.5870317999999959,16.375563580031653,4.1372138500246605,-0.861181060000605,15.059899219999956,0.5840818299999653,-22.61384792999982,-37.011354109999765,1.3860486800000003,10.902984780000017,0.02275330000000052,0.021257930000000657
11.400000000000006,20.507326820000117,-37.82732597999276,-1.279722970001391,-19.600909390008788,8.530481899993175,-8.692717019989692,-14.960629399999707,-6.112642049999426,2.1163357599999912,-6.7333489100009185,6.841666369999912,0.05263536000011956,-2.82253114999379,-15.143987730001003,1.7368909799984786,14.61679775000005,0.08482864999997208,-20.862716989999797,-33.41824752999939,1.2820383299999596,9.921651649999779,0.0214307700000003,0.02388570000000061
11.450000000000006,16.102336560005302,-23.986963069990004,-2.430732269995593,4.792102269990212,-15.056822970002578,-3.8493483699880278,-16.633212519999347,-7.7808439699997685,2.620507029999784,-3.688615280001578,5.076187760000061,-0.4322906800000568,5.38434466000969,-9.625979590005041,1.2985646900034036,15.22436969000024,3.254755610000414,-18.92144392999967,-26.11118908999887,0.8708166599999376,7.510665949999666,0.022745870000000983,0.022107590000000902
